Shape_Leng;Shape_Area;ADM2_EN;ADM2_PCODE;DATA
3.86724103545;0.04881550157;Kepulauan Sangihe;ID7103;
3.58214601106;0.08254491325;Kepulauan Talaud;ID7104;
2.63943474783;0.12068192619;Minahasa Selatan;ID7105;
3.68431833641;0.08252120741;Minahasa Utara;ID7106;
2.41998051598;0.13611224738;Bolaang Mongondow Utara;ID7107;
1.84759209808;0.01789117339;Siau Tagulandang Biaro;ID7108;
1.75917407507;0.05716402199;Minahasa Tenggara;ID7109;
3.60365459646;0.14624496663;Bolaang Mongondow Selatan;ID7110;
2.12541511354;0.07140287578;Bolaang Mongondow Timur;ID7111;
1.18719488373;0.01307823488;Kota Manado;ID7171;
1.80170003317;0.02527391747;Kota Bitung;ID7172;
0.55644076970;0.01222011735;Kota Tomohon;ID7173;
0.47223722180;0.00867313545;Kota Kotamobagu;ID7174;
0.48943586296;0.00434100637;Danau;ID7188;
5.77387745875;0.19218717304;Banggai Kepulauan;ID7201;
7.41526062470;0.67599510664;Banggai;ID7202;
6.98595750350;0.33632750515;Morowali;ID7203;
4.62864689937;0.59438327885;Poso;ID7204;
9.42301659618;0.39861504887;Donggala;ID7205;
5.88125851874;0.29168623107;Toli-Toli;ID7206;
4.76690118519;0.31401962199;Buol;ID7207;
8.56093911551;0.46974335169;Parigi Moutong;ID7208;
12.28957573620;0.44260854445;Tojo Una-Una;ID7209;
4.55787370106;0.44110448894;Sigi;ID7210;
7.21703411892;0.05558437325;Banggai Laut;ID7211;
7.06850619593;0.72746473624;Morowali Utara;ID7212;
1.72616801874;0.03156405802;Kota Palu;ID7271;
7.43949321376;0.09594931962;Kepulauan Selayar;ID7301;
2.05016402248;0.09512279706;Bulukumba;ID7302;
1.00961462977;0.03254741604;Bantaeng;ID7303;
2.26914660844;0.06498637491;Jeneponto;ID7304;
2.66984342946;0.04675858302;Takalar;ID7305;
3.06215761566;0.14724559615;Gowa;ID7306;
1.90280866795;0.07105186182;Sinjai;ID7307;
2.33073913641;0.11751161739;Maros;ID7308;
5.01235613513;0.07188902876;Pangkajene Dan Kepulauan;ID7309;
2.40472583059;0.09685238179;Barru;ID7310;
4.80698274683;0.37479395975;Bone;ID7311;
1.84207847005;0.11090125062;Soppeng;ID7312;
2.72719417169;0.20397228542;Wajo;ID7313;
2.88624113306;0.16125526162;Sidenreng Rappang;ID7314;
2.47118470749;0.15549756183;Pinrang;ID7315;
2.08028059118;0.14851242081;Enrekang;ID7316;
3.76192610938;0.23583074289;Luwu;ID7317;
3.17837093609;0.16451927208;Tana Toraja;ID7318;
4.35829575240;0.61538858859;Luwu Utara;ID7322;
4.85047420243;0.54565274846;Luwu Timur;ID7325;
1.95231693062;0.10076659298;Toraja Utara;ID7326;
1.46042110341;0.01491579013;Kota Makassar;ID7371;
0.46053631178;0.00714171885;Kota Parepare;ID7372;
0.84386958418;0.02285658943;Kota Palopo;ID7373;
2.97652555356;0.13490230284;Buton;ID7401;
5.31007340448;0.15833127765;Muna;ID7402;
6.35973319023;0.41273527354;Konawe;ID7403;
4.86867219517;0.25051895985;Kolaka;ID7404;
5.64633067711;0.34633355089;Konawe Selatan;ID7405;
5.42189437831;0.27179170386;Bombana;ID7406;
3.18875078545;0.03780509847;Wakatobi;ID7407;
4.11624492532;0.26449769459;Kolaka Utara;ID7408;
4.63311860590;0.13564741729;Buton Utara;ID7409;
5.66166713134;0.38085254882;Konawe Utara;ID7410;
3.99083459605;0.30275676972;Kolaka Timur;ID7411;
1.04910213440;0.05799542422;Konawe Kepulauan;ID7412;
2.81452663034;0.06637341447;Muna Barat;ID7413;
2.95374512944;0.06903168783;Buton Tengah;ID7414;
1.78092719803;0.04405032505;Buton Selatan;ID7415;
1.05235720310;0.02191789017;Kota Kendari;ID7471;
0.98766296489;0.02369770124;Kota Baubau;ID7472;
3.55253858483;0.14950224099;Boalemo;ID7501;
3.21545962678;0.17577570069;Gorontalo;ID7502;
4.41817496306;0.35428006968;Pohuwato;ID7503;
2.04467183753;0.15443622589;Bone Bolango;ID7504;
4.96899248020;0.13814120560;Gorontalo Utara;ID7505;
0.50862564331;0.00546455550;Kota Gorontalo;ID7571;
2.14155686519;0.07252273796;Majene;ID7601;
2.39379887271;0.16972382422;Polewali Mandar;ID7602;
2.79471682129;0.24160078006;Mamasa;ID7603;
5.01934355486;0.38987548084;Mamuju;ID7604;
4.12555795631;0.23985578524;Mamuju Utara;ID7605;
3.23474360142;0.23377444053;Mamuju Tengah;ID7606;
14.49478900850;0.36319935215;Maluku Tenggara Barat;ID8101;
5.81094010590;0.08264211359;Maluku Tenggara;ID8102;
9.38156245294;0.66011151178;Maluku Tengah;ID8103;
3.39832586885;0.36285637257;Buru;ID8104;
28.89386008480;0.66368214469;Kepulauan Aru;ID8105;
7.56873886484;0.40609606624;Seram Bagian Barat;ID8106;
6.30678978283;0.47293571883;Seram Bagian Timur;ID8107;
11.48784341510;0.37718813183;Maluku Barat Daya;ID8108;
3.96257976265;0.33701922542;Buru Selatan;ID8109;
1.45463892788;0.02414323635;Kota Ambon;ID8171;
3.03643134302;0.01885497834;Kota Tual;ID8172;
5.30155766156;0.17687921233;Halmahera Barat;ID8201;
6.75750911915;0.18404250478;Halmahera Tengah;ID8202;
5.28245752668;0.14532408574;Kepulauan Sula;ID8203;
25.28204607710;0.66259538505;Halmahera Selatan;ID8204;
6.35530756176;0.28262876268;Halmahera Utara;ID8205;
6.49083880576;0.52546388916;Halmahera Timur;ID8206;
3.18891701449;0.19049577985;Pulau Morotai;ID8207;
5.73513510762;0.24306584390;Pulau Taliabu;ID8208;
1.13289853655;0.01316147304;Kota Ternate;ID8271;
3.36217684496;0.13681147841;Kota Tidore Kepulauan;ID8272;
9.41229297883;0.89383881924;Fakfak;ID9101;
16.87195798510;1.31505777103;Kaimana;ID9102;
8.99616864746;0.52352811420;Teluk Wondama;ID9103;
12.07632225920;1.68715499281;Teluk Bintuni;ID9104;
3.63916608467;0.15885676283;Manokwari;ID9105;
4.69052220064;0.45882367984;Sorong Selatan;ID9106;
6.18218506388;0.63363585070;Sorong;ID9107;
29.10126939870;0.63370617543;Raja Ampat;ID9108;
4.80929948867;0.95355333960;Tambrauw;ID9109;
2.50207022350;0.26841546640;Maybrat;ID9110;
2.97654396708;0.19308924233;Manokwari Selatan;ID9111;
3.05844349143;0.26698209027;Pegunungan Arfak;ID9112;
1.25388842225;0.02415680165;Kota Sorong;ID9171;
20.66320592070;3.60867959124;Merauke;ID9401;
2.99872869076;0.21475040404;Jayawijaya;ID9402;
